conversation_id_str,created_at,favorite_count,full_text,id_str,image_url,in_reply_to_screen_name,lang,location,quote_count,reply_count,retweet_count,tweet_url,user_id_str,username
1.85E+18,Tue Oct 15 07:38:01 +0000 2024,0,@tanyakanrl gatau nder soalnya dulu waktu TK pernah kecelakaan kecil aja sampe skrg aku gabisa lancar naik motor pdhl sepeda lancar sepeda listrik pun lancar,1.85E+18,,tanyakanrl,in,Indonesia,0,0,0,https://x.com/lixlism/status/1846093155541909830,1.10E+18,lixlism
1.85E+18,Tue Oct 15 05:05:49 +0000 2024,2,12.05: Info awal #kecelakaan melibatkan sepeda listrik dan truk tronton di kawasan Sumlaran Lamongan. Ipda Hadi Siswanto Kanit Laka Lantas Polres Lamongan melaporkan laka sudah dievakuasi. Data lengkap belum diketahui. (odp-rn),1.85E+18,,,in,"Kota Surabaya, Jawa Timur",0,1,0,https://x.com/e100ss/status/1846054850611798033,848614550,e100ss
1.85E+18,Mon Oct 14 13:38:29 +0000 2024,0,@rgoestama Bener bgt. Baru kemarin kecelakaan grgr bocil sepeda listik main puter balik di jalan raya ga liat belakang. Pengendara lain yg sudah hati2 bisa celaka grgr bocil sepeda listrik yg gatau haluan.,1.85E+18,,rgoestama,in,,0,0,0,https://x.com/twntysmthng__/status/1845821479981900174,1.10E+18,twntysmthng__
1.84E+18,Mon Oct 07 14:57:38 +0000 2024,0,@tanyarlfes Pergi berobat sendirian di jalan sebelum nyampe RS sempet hampir kecelakaan krn cewek bawa sepeda listrik ngang ngeng meleng meleng cek ke lab sendirian konsul spesialis sendirian lalu haha hihi sendirian liat hasil lab nya. Pulangnya makan siang sendirian jajan2.,1.84E+18,,tanyarlfes,in,,0,0,0,https://x.com/Kasyafakasyafa/status/1843304685404668059,1.15E+18,Kasyafakasyafa
1.84E+18,Fri Oct 04 10:11:26 +0000 2024,0,@dinowlogy mimpi di tidur siang emang suka anehhh aku prnh mimipi kecelakaan gara2 digonceng hendery pake sepeda listrik,1.84E+18,,dinowlogy,in,,0,1,0,https://x.com/levviossah/status/1842145498213560811,1.29E+18,levviossah
1.84E+18,Tue Oct 01 05:27:13 +0000 2024,1,@ipb_menfess prcuma make mtr listrik nnt banyak yg kecelakaan. mending perbanyak kendaraan umum. kampus aja bilangnya sepeda dan pejalan kaki adalah prioritas kalo gt ya banyakin bis sadar gasih knp banyak yg make mtr? karena kendaraan umum gada jarak kost ke fakultas atau/kelas jauh bgt,1.84E+18,,ipb_menfess,in,,0,0,0,https://x.com/cocomelon1290/status/1840986809473646966,1.56E+18,cocomelon1290
1.84E+18,Fri Sep 27 10:13:11 +0000 2024,0,Apasih regulasi dari pemerintah mengenai sepeda listrik? Di jalan tadi beberapa kali mau kecelakaan gr gr anak kecil yang bawa sepeda listrik di jalan raya nasional. Kesel pisan euy jadi regulasi mengenai sepeda listrik kmha nu benerna?,1.84E+18,,,in,disisimu manieeeez,0,0,0,https://x.com/_akagamii_/status/1839609222033731796,1.80E+18,_akagamii_
1.84E+18,Thu Sep 26 12:35:45 +0000 2024,0,harusnya yg difasilitasi sepeda listrik tuh anak yg udah up 15tahun. yg SMP nya jauh yg SMA nya jauh gitu2. biar motor buat org yg emg punya SIM aja. sekarang malah kaya gini kalo kecelakaan yg salah yg lebih tua bukan masalah siapa yg salah soalnya,1.84E+18,,,in,,0,0,0,https://x.com/everyone_roo/status/1839282710642057231,1.56E+18,everyone_roo
1.84E+18,Wed Sep 25 05:31:59 +0000 2024,22,12.31: Info awal #kecelakaan mobil pikap muatan sepeda listrik terguling di Bundaran Kodikal. Info sudah diteruskan ke petugas. (odp-tm) https://t.co/Vm5DcV52BU,1.84E+18,https://pbs.twimg.com/media/GYTHSvibQAAhr58.jpg,,in,"Kota Surabaya, Jawa Timur",0,3,5,https://x.com/e100ss/status/1838813679959372022,848614550,e100ss
1.84E+18,Mon Sep 23 09:15:40 +0000 2024,0,@axelinebrous @berfirmanlah Yoiii kakksss darurat sepanjang hari. Contoh kecil saja sepeda listrik dipakai d jalan umum yang ada trontonnya. Nanti kalau kecelakaan blg pemerintah salah karena tidak buat jalan khusus tronton.,1.84E+18,,axelinebrous,in,Indonesia,0,0,0,https://x.com/rapoteker/status/1838145197341077953,1.67E+18,rapoteker
1.84E+18,Sat Sep 21 11:30:28 +0000 2024,0,Kayaknya cuma di Kotabumi deh jalan yang tadinya dibagusin setelah bertahun-tahun jelek eh jumlah yag kecelakaan non tunggalnya ikut nambah karena kesalahan pengendara motor. Entah karna orang2 sini bolehin minors bawa motor/sepeda listrik pengendara jadii seenak jidat nyalip -,1.84E+18,,,in,Somewhere,0,1,0,https://x.com/pinkeulagurus/status/1837454343349719093,1.31E+18,pinkeulagurus
1.83E+18,Fri Sep 13 10:10:34 +0000 2024,0,Belanda khawatir meningkatnya tren penggunaan sepeda listrik gemuk atau fatbike memicu banyak kecelakaan. https://t.co/O0H0P4B11w #Internasional #AdadiKompas,1.83E+18,,,in,"Palmerah, Jakarta",0,0,0,https://x.com/KompasData/status/1834535134454010057,771030588,KompasData
1.83E+18,Thu Sep 12 03:15:53 +0000 2024,18,@hrdbacot angka kasus kecelakaan tertinggi disabet sama sepeda motor. Resikonya emang sebesar itu. Cuman yaaa... pemerintah malah import sepedah listrik (?) yg dari kebijakannya pun masih belum jelas perlu SIM apa engga. Bisa kita liat banyak anak kecil yg pada naik sepeda listrik di jalan,1.83E+18,,hrdbacot,in,penjara IKN ,1,1,6,https://x.com/terduduki/status/1834068386021806151,1.07E+18,terduduki
1.83E+18,Tue Sep 10 06:50:03 +0000 2024,0,Kecelakaan sepeda listrik ini akan bermasalah kalo berbahaya buat orang lain tapi kalo kecelakaan sendiri ya gpp. Namanya juga seleksi,1.83E+18,,,in,"I lost me, when I found you",0,0,0,https://x.com/icebearbaby/status/1833397508283969670,1.19E+18,icebearbaby
1.83E+18,Fri Sep 06 10:39:28 +0000 2024,0,@Heraloebss Yg salah pake kendaraan motor gak liat ke kanan dulu sebelum jalan. Yg pakai sepeda listrik juga salah karena kendaraannya tidak bersuara yg akhirnya pengendara motor tidak tahu dia sudah dekat akhirnya terjadi kecelakaan,1.83E+18,,Heraloebss,in,,0,0,0,https://x.com/thx_qyu/status/1832005692347347339,440397714,thx_qyu
1.83E+18,Fri Sep 06 02:10:30 +0000 2024,0,@Heraloebss Itu dia bahayanya sepeda listrik dibawa k jalan raya. Soalnya dia ga ada suaranya sunyi senyap. Karena kan daya sensitif sensorik manusia beda2. Ada yg lebih peka sama suara ada yg lebih peka ama gerakan. Sering jg dsini ada kecelakaan karena molis ga ada suaranya tau2 jatuh aja,1.83E+18,,Heraloebss,in,,0,1,0,https://x.com/AbaGhomel/status/1831877604577792426,1.14E+18,AbaGhomel
1.83E+18,Thu Sep 05 11:58:06 +0000 2024,0,Kalo aja pemerintah serius soal transportasi publik berapa banyak uang yg gak harus kita keluarin untuk bensin gantin oli perawatan kendaraan pajak. Kecil kemungkinan anak-anak bawa sepeda listrik sampe kecelakaan di jalan. Kualitas udara yang lebih baik.,1.83E+18,,,in,,0,0,0,https://x.com/suzuisbell/status/1831663091861614846,1.20E+18,suzuisbell
1.83E+18,Thu Sep 05 08:47:07 +0000 2024,0,@calomagang Baru pagi ini liat sepeda listrik kecelakaan yang make bocil di jalan arteri!,1.83E+18,,calomagang,in,Vanuatu,0,0,0,https://x.com/Widyulwidin/status/1831615031374705070,603596672,Widyulwidin
1.83E+18,Thu Sep 05 07:44:39 +0000 2024,0,Seorang emak-emak pengendara sepeda listrik nyaris terlind*s truk setelah bersenggolan dengan seorang wanita pengendara motor matic. Lokasi : Desa llung Tengah Hulu Sungai Kalimantan Selatan via @mememodses #bandungnews #kecelakaan https://t.co/UVKg1YTraE,1.83E+18,https://pbs.twimg.com/ext_tw_video_thumb/1831599234509922304/pu/img/Ffz_Bmesel0-KLnB.jpg,,in,,0,0,0,https://x.com/bandungnewsID/status/1831599310137679885,1.29E+18,bandungnewsID
1.83E+18,Thu Sep 05 02:53:32 +0000 2024,0,@PIDM_Bojonegoro @DivHumas_Polri @HumasPoldaJatim memberikan himbauan kepada masyarakat mengenai penggunaan sepeda listrik tidak boleh dijalan raya dapat membahayakan yang bisa menyebabkan kecelakaan,1.83E+18,,PIDM_Bojonegoro,in,,0,0,0,https://x.com/GusSugiantoro/status/1831526045767626963,1.75E+18,GusSugiantoro
1.83E+18,Sun Sep 01 13:39:09 +0000 2024,0,@folkshittmedia Kenapa banyak kasus bocah kecelakaan pake sepeda listrik. Sedangkan bocah kalo kecelakaan sepeda paling nyungsep masih bisa bernafas,1.83E+18,,folkshittmedia,in,,0,0,0,https://x.com/Shaziva181116/status/1830238969193484292,1.64E+18,Shaziva181116
1.83E+18,Sun Aug 25 13:48:19 +0000 2024,0,@tanyarlfes tergantung siapa yang pakai? menurut aku untuk anak anak emang cukup rawan gitu deh soalnya ponakanku pernah kecelakaan juga pakai sepeda listrik sampai di operasi dan sekarang sudah ga di izinin untuk pakai lagi sama orang tuanya.,1.83E+18,,tanyarlfes,in,dream land.,0,0,0,https://x.com/lbreea/status/1827704563513884882,1811814206,lbreea
1.83E+18,Sun Aug 25 13:48:13 +0000 2024,0,@folkshittmedia Bocil Sepeda listrik ngntod gua pernah hampir kecelakaan gara bocil kontol,1.83E+18,,folkshittmedia,in,,0,0,0,https://x.com/pikryaseng/status/1827704535873364386,1.73E+18,pikryaseng
1.83E+18,Sun Aug 25 13:45:16 +0000 2024,18,Tanyarl menurut kalian penggunaan sepeda listrik itu udh ckup aman belum sih? Sender abis liat kecelakaan adek2 yg make spd lstrik itu mrinding banget,1.83E+18,,,in,Indonesia,6,58,0,https://x.com/tanyarlfes/status/1827703793544253871,1371650588,tanyarlfes
1.83E+18,Sun Aug 25 13:31:16 +0000 2024,1,Betul sekali. Belum lama tetangga saya juga kecelakaan ditabrak bocil pakai sepeda listrik. (Tetep yg disalahin yg temenku) ,1.83E+18,,,in,Indonesia ,0,0,0,https://x.com/sudiyah262/status/1827700272887673243,1136265230,sudiyah262
1.83E+18,Sun Aug 25 13:27:34 +0000 2024,0,ngeliat anak kecil kecelakaan naik sepeda listrik serem bgt yh sampe kejang trs palanya bocor gt,1.83E+18,,,in,,0,0,0,https://x.com/hazeInutchocow/status/1827699342150656050,1.79E+18,hazeInutchocow
1.83E+18,Sun Aug 25 13:20:50 +0000 2024,0,@folkshittmedia Suka emosi klo yg naik beginian nih anak kecil masalahnya kecepatan sepeda listrik itu hampir kayak motor klo kecelakaan ya fatal banget mana sering liat bocil ugal-ugalan ,1.83E+18,,folkshittmedia,in,,0,0,0,https://x.com/ArsNovy/status/1827697647618248881,1.26E+18,ArsNovy
1.83E+18,Sun Aug 25 13:15:58 +0000 2024,0,@KuntoAjiW Gara-gara mereka sepeda listrik jd dilarang di jalan raya disini krn angka kecelakaan lalin anak dibawah umur sepeda listrik banyak sebel bgt ortu yg pd biarin anaknya pake sepeda listrik sembarangan..,1.83E+18,,KuntoAjiW,in,Indonesia,0,0,0,https://x.com/Thriac3/status/1827696420385906886,1.60E+18,Thriac3
1.83E+18,Sun Aug 25 12:26:09 +0000 2024,9,Kecelakaan yang melibatkan bocah saat mengendarai sepeda listrik kembali terjadi kali ini hingga mengalami kepala bocor dan kejang-kejang. https://t.co/qVvtPSF0SX,1.83E+18,,,in,Jakarta,0,1,1,https://x.com/kompascom/status/1827683883812364578,23343960,kompascom
1.83E+18,Sun Aug 25 11:40:20 +0000 2024,0,Makanya gak suka banget liat bocah bawa kendaraan apalagi yang lagi marak sepeda listrik. Orang gede aja bawa kendaraan bisa kecelakaan apalagi bocah ini emang orang tua harus aware sih trus kalo bisa di Indo ada hukumnya aja deh. Bahaya merugikan orang juga kalo kenapa2.,1.83E+18,,,in,🌌,0,0,0,https://x.com/lahelaaaaaaa/status/1827672353276592559,1.24E+18,lahelaaaaaaa
1.83E+18,Sun Aug 25 11:11:05 +0000 2024,0,@folkshittmedia sepeda listrik nih bisa ngga sih dilarang aja di indo udah banyak kasus bocil kecelakaan loh padahal. tapi masih aja pada bebal ortunya juga ngga aware.,1.83E+18,,folkshittmedia,in,De’ ephemerales ﹡ Starcery: 스운 . ♡,0,0,0,https://x.com/astervory/status/1827664991908253976,1.49E+18,astervory
1.83E+18,Sun Aug 25 10:55:25 +0000 2024,0,Udh berapa kali ini bocil sepeda listrik kecelakaan kok msh blm kapok ortunya dahh,1.83E+18,,,in,,0,0,0,https://x.com/ngetehapaya/status/1827661050218750199,9.98E+17,ngetehapaya
1.83E+18,Sun Aug 25 10:17:26 +0000 2024,6,️TRIGGER WARNING️ Terjadi kecelakaan melibatkan seorang anak yang menggunakan sepeda listrik di Tangerang. Kejadian ini terekam menunjukkan motor listrik berboncengan yang oleng dan kemudian terjatuh menyebabkan penumpang terbanting ke arah kanan. https://t.co/WMtd1bLl3T,1.83E+18,https://pbs.twimg.com/ext_tw_video_thumb/1827651410525380608/pu/img/WzG1TyLtAdhpuXeJ.jpg,,in,,0,0,1,https://x.com/kuatbacacom/status/1827651490837664110,1.47E+18,kuatbacacom
1.83E+18,Sun Aug 25 08:38:37 +0000 2024,0,@Heraloebss Dulu anak kecelakaan karena motor sekarang kecelakaan karena sepeda listrik. Dari dulu sepeda listrik emang harusnya ditarik bukan buat anak kecil,1.83E+18,,Heraloebss,in,,0,0,0,https://x.com/pengabdiguIing/status/1827626625602875497,9.26E+17,pengabdiguIing
1.83E+18,Sun Aug 25 08:30:21 +0000 2024,0,@folkshittmedia Helm gaess helm bukan masalah motor listrik kalaupun itu kecelakaan sepeda klo gak pake helm bisa bahaya Oh iya di Indon helm cuma biar ga ditilang ya,1.83E+18,,folkshittmedia,in,"Bandung 🇮🇩, Abu Dhabi 🇦🇪",0,0,0,https://x.com/mangisonmusic/status/1827624544988741847,237196897,mangisonmusic
1.83E+18,Sat Aug 24 23:00:21 +0000 2024,1,@Heraloebss kecelakaan mobil/motor. sma halnya ortu s bocil ngasih kebebasan anaknya buat naik sepeda listrik krna d pikiran mereka kan itu CUMA sepeda listrik bukan motor/mobil. pdhl kata CUMA itu bisa berakibat fatal.,1.83E+18,,127Hls,in,,0,0,0,https://x.com/127Hls/status/1827481100572377585,1.66E+18,127Hls
1.83E+18,Sat Aug 24 23:00:03 +0000 2024,0,@Heraloebss tanpa membenarkan tindakan siabangnya. dia cm reflek nolong krna d pikirn dia tu bocil CUMA jatuh dr sepeda listrik mangkanya lgsg d tolong asal2n pdhal semua korban kecelakaan apapun kendaraanya g bisa asal2 buat d tolong. krna di pikiran orng awam kecelakaan yg fatal itu y -,1.83E+18,,Heraloebss,in,,0,1,0,https://x.com/127Hls/status/1827481022478606604,1.66E+18,127Hls
1.83E+18,Sat Aug 24 18:30:52 +0000 2024,0,@Heraloebss Belum lama di tempatku sini juga ada kecelakaan anak SD pakai sepeda listrik. Kalau sudah ada kejadian baru pihak sekolah melarang anak SD bawa sepeda listrik bukan pihak orang tua nya,1.83E+18,,Heraloebss,in,,0,0,0,https://x.com/toat_solikhin/status/1827413279205159363,1.54E+18,toat_solikhin
1.83E+18,Sat Aug 24 14:50:05 +0000 2024,0,@imnotddeunel @jungtirr @whiskypiee @Heraloebss Kecelakaan di jalan aspal/cor entah itu sepeda biasa sepeda listrik atau motor apalagi dalam hal ini udah keliatan jelas di depan mata proses jatuhnya seperti itu kalau masih dikira jatuh biasa berarti emang murni abangnya itu kurang pengetahuan ya. Itu udah jelas benturannya.,1.83E+18,,yszaourzesky,in,,0,1,0,https://x.com/windbloming/status/1827357719776592237,477159605,windbloming
1.83E+18,Sat Aug 24 13:45:51 +0000 2024,1,Bahaya pemakaian sepeda listrik yang sepertinya tidak memiliki regulasi aturan penggunaan siapa yang boleh menggunakan dan dimana bisa digunakan. Cepat atau lambat dapat menimbulkan kecelakaan yang lebih parah lagi jika tidak diatur dengan benar. https://t.co/hlJ6LI4GDZ,1.83E+18,https://pbs.twimg.com/ext_tw_video_thumb/1827340401428332544/pu/img/gcGuC0TyHOkBTq1i.jpg,,in,Indonesia,0,0,1,https://x.com/NKRIoneARC/status/1827341554908066094,1.66E+18,NKRIoneARC
1.82E+18,Thu Aug 15 03:50:42 +0000 2024,0,@sinbeings Sebenernya kek skuter tp ada dudukannya jd masuknya sepeda listrik (emg ruwet aturan di sokor). Terus JTBC bikin berita pertama bgt tuh bilang suga kecelakaan naik skuter. Nyusul lah suga sama bighit bikin statement pake skuter juga. Taunya salah sebut lgsg lah dituduh boong,1.82E+18,,sinbeings,in,"OT7 — 21,  they/them",0,0,0,https://x.com/koomisshi/status/1823930288055181391,8.78E+17,koomisshi
1.82E+18,Mon Aug 12 14:41:06 +0000 2024,0,@Varbie___ Dia gk tau gimana bahaya nya berkendara saat mabuk svga masih untung di kasih selamat sampai rumah walaupun dia pingsan di parkiran. Di tempat gue beberapa kali pernah kecelakaan karena masalah ini apalagi pakai skuter kayak sepeda listrik yg gk ada bunyinya sama sekali.,1.82E+18,,Varbie___,in,Kim Taehyung ,0,0,0,https://x.com/fi_kths/status/1823006803237777862,1.68E+18,fi_kths
1.82E+18,Sun Aug 11 14:11:35 +0000 2024,0,@1975THERE keliatannya resiko kecelakaan motor/sepeda listrik lebih tinggi daripada motor biasa karena yg listrik lebih pelan biasanya + suaranya ga ada jadi bisa ngebahayain pengendara lain,1.82E+18,,1975THERE,in,di bawah banjir,0,1,0,https://x.com/kearipanlocal/status/1822636987909820658,1.31E+18,kearipanlocal
1.82E+18,Sun Aug 11 10:08:37 +0000 2024,0,@1975THERE kalau dibawa ke nangor mending motor asli re motor sepeda listrik rawan kecelakaan soalnya gak kedengeran bunyi mesinnya :(,1.82E+18,,1975THERE,in,➔ 167'24,0,1,0,https://x.com/cinenoirs/status/1822575844394467608,1.62E+18,cinenoirs
1.82E+18,Sat Aug 10 18:04:43 +0000 2024,0,Bocil naik sepeda listrik/skuter ugal2an aja membahayakan dirinya dan orang lain apalagi yg DUI orang ngehindarin bocil ugal2an malah bisa kecelakaan. Aaaaarrrggghhh sapa si nih yg bikin ini trend buat bocil?!?! Ortu mana yg mulai?!?! Beliin anak kok ga pakek dipikir,1.82E+18,,txtdarimeh,in,Indonesia,0,1,0,https://x.com/txtdarimeh/status/1822333270736183748,855980804,txtdarimeh
1.82E+18,Sat Aug 10 13:58:42 +0000 2024,0,@target_mertua SAKIT BETT CUY KECELAKAAN PAKE SEPEDA LISTRIK,1.82E+18,,target_mertua,in,,0,1,0,https://x.com/kirranaplace/status/1822271357146861568,1.29E+18,kirranaplace
1.82E+18,Sat Aug 10 07:37:58 +0000 2024,0,Ga bisa soalnya argumen mereka noh suga cuma pake sepeda listrik dan bukan mobil. Ditambah gaada korban orang lain. Separah-parahnya kecelakaan ga bakal nyelakain orang lain segitunya. ,1.82E+18,,,in,,0,0,0,https://x.com/gotchaks/status/1822175543716184392,1.26E+18,gotchaks
1.82E+18,Sat Aug 10 05:51:22 +0000 2024,0,Tadi nemu komen dui mobil dan scooter kok dibandingin . GAK! Semuanya salah! Di sini orang sadar naik sepeda listrik nabrak pun korbannya sampe berdarah2 asal lu tau. Apalagi kalo mabok? Lebih ga ke-control kalo sampe kecelakaan,1.82E+18,,lovincham,in,,0,0,0,https://x.com/lovincham/status/1822148715978563734,9.78E+17,lovincham
1.82E+18,Sat Aug 10 00:23:43 +0000 2024,0,Putra Angelina Jolie dan Brad Pitt Pax Jolie-Pitt saat ini sedang dalam tahap pemulihan setelah mengalami kecelakaan sepeda listrik e-bike di Los Angeles. https://t.co/YFBkQZzRwL,1.82E+18,,,in,"ÜT: -6.2746861,106.8304126",0,0,0,https://x.com/wolipop/status/1822066259149689058,95579729,wolipop
1.82E+18,Fri Aug 09 18:09:42 +0000 2024,0,i pertama liat videonya jg mikir untung gada korban jiwa soalnya keinget bocil yg naik sepeda listrik gitu juga terus kecelakaan meinggoy kobam nyetir tuh bahaya bgt ygy jangan ditiru. telpon taxi atau mintol temen ajaa kalo lg kobam,1.82E+18,,,in,🇮🇩🇲🇾 🔜 🇹🇭,0,1,0,https://x.com/avapink555/status/1821972135507849401,1.37E+18,avapink555
1.82E+18,Fri Aug 09 16:10:15 +0000 2024,0,Disini aja banyak kasus kecelakaan grgr sepeda listrik,1.82E+18,,,in,ENTP-T. 21+,0,1,0,https://x.com/papichuleo/status/1821942075786666114,1.38E+18,papichuleo
1.82E+18,Thu Aug 08 14:46:51 +0000 2024,0,jadi ingat ada mba2 yg kecelakaan gara2 bocil nyebrang tiba2 pake sepeda listrik apalagi ini DUI goblok yg belaiin anjeng.,1.82E+18,,,in,24 y/o,0,0,0,https://x.com/bongguine/status/1821558698969538981,1.15E+18,bongguine
1.82E+18,Thu Aug 08 06:50:23 +0000 2024,0,Lah ini mah lebih ke sepeda listrik atau malah sepeda motor listrik ketimbang kickboard scooter yang dia klaim Kalau fansnya masih belain DUI sih kebangetan itu lho dia sendiri bisa bikin dirinya dan orang-orang lain kecelakaan kehilangan nyawa.,1.82E+18,,,in,San Junipero,0,1,0,https://x.com/oedit/status/1821438790533300541,36035060,oedit
1.81E+18,Thu Jul 04 00:34:19 +0000 2024,0,@Serigala_Blue gaakan di beliin masih kecil jg soalnya disini banyak anak kecil yg kecelakaan gr sepeda listrik mending duitnya buat gua beli motor aja wkwkwkwk,1.81E+18,,Serigala_Blue,in,,0,0,0,https://x.com/ndyraraa/status/1808660578472505718,1.47E+18,ndyraraa
1.81E+18,Sat Jun 29 04:05:56 +0000 2024,0,Indo harus tegas kek gini juga. Udah banyak kejadian bocil kecelakaan pas naik sepeda listrik ,1.81E+18,,,in,,0,0,0,https://x.com/risarisaevita/status/1806901891248595126,1.43E+18,risarisaevita
1.81E+18,Fri Jun 28 07:28:57 +0000 2024,0,@rackyatbiasa S̤e̤p̤e̤d̤a̤ l̤i̤s̤t̤r̤i̤k̤ s̤t̤l̤h̤ k̤e̤c̤e̤l̤a̤k̤a̤a̤n̤ s̤a̤m̤a̤ s̤e̤k̤a̤l̤i̤ n̤g̤g̤a̤ m̤a̤ṳ n̤a̤i̤k̤ s̤e̤p̤e̤d̤a̤ m̤o̤t̤o̤r̤ l̤a̤g̤i̤,1.81E+18,,rackyatbiasa,und,Indonesia,0,0,0,https://x.com/andyrjp/status/1806590596053885406,3065524866,andyrjp
1.80E+18,Fri Jun 21 23:45:03 +0000 2024,0,@NelfiaYunanda Kali ini jangan lu kasih kun kelewatan kalo sampe lu kasih kun. Bukan kapasitasnya si mpok buat gitu aja harus nyicil segala bukan hal primer dan bukan kapasitas anak kecil bawa sepeda listrik di jalan kun dah banyak kasus kecelakaan bocil sepeda listrik yg MD juga,1.80E+18,,NelfiaYunanda,in,beyond imagination,0,0,0,https://x.com/syahvika/status/1804299523734540478,152509957,syahvika
